month,state,county,date,driving,transit,walking
Apr,New York,MANHATTAN,2020/4/16,-79.29,-93.13,-92.18
Apr,New York,QUEENS,2020/4/16,-54.3,-85.06,-59.7
Apr,New York,STATEN ISLAND,2020/4/16,-41.1,-77.33,-33.73
Apr,New York,BRONX,2020/4/17,-37.46,-76.15,-42.98
Apr,New York,BROOKLYN,2020/4/17,-41.82,-83.04,-61
Apr,New York,MANHATTAN,2020/4/17,-77.27,-93.15,-91.57
Apr,New York,QUEENS,2020/4/17,-50.73,-84.69,-57.71
Apr,New York,STATEN ISLAND,2020/4/17,-34.9,-78.16,-30.41
Apr,New York,BRONX,2020/4/18,-46.15,-80.24,-50.76
Apr,New York,BROOKLYN,2020/4/18,-48.27,-84.94,-65.26
Apr,New York,MANHATTAN,2020/4/18,-79.36,-93.76,-92.49
Apr,New York,QUEENS,2020/4/18,-55.44,-85.99,-60.81
Apr,New York,STATEN ISLAND,2020/4/18,-44.73,-80.07,-35.84
Apr,New York,BRONX,2020/4/19,-49.08,-79.06,-50.61
Apr,New York,BROOKLYN,2020/4/19,-51.98,-84.04,-58.06
Apr,New York,MANHATTAN,2020/4/19,-78.99,-93.52,-90.35
Apr,New York,QUEENS,2020/4/19,-57.91,-85.83,-59.89
Apr,New York,STATEN ISLAND,2020/4/19,-48.34,-81.45,-39.85
Apr,New York,BRONX,2020/4/20,-40.5,-74.13,-42.84
Apr,New York,BROOKLYN,2020/4/20,-45.97,-81.16,-60.29
Apr,New York,MANHATTAN,2020/4/20,-78.57,-92.78,-91.65
Apr,New York,QUEENS,2020/4/20,-51.95,-83.22,-54.4
Apr,New York,STATEN ISLAND,2020/4/20,-42.59,-78.6,-36.9
Apr,New York,BRONX,2020/4/21,-44.7,-75.66,-50.05
Apr,New York,BROOKLYN,2020/4/21,-48.81,-82.96,-66.01
Apr,New York,MANHATTAN,2020/4/21,-79.53,-93.12,-92.51
Apr,New York,QUEENS,2020/4/21,-55.77,-84.66,-63.09
Apr,New York,STATEN ISLAND,2020/4/21,-44.38,-77.69,-40.63
Apr,New York,BRONX,2020/4/22,-39.39,-74.7,-43.26
Apr,New York,BROOKLYN,2020/4/22,-41.87,-82.1,-59.49
Apr,New York,MANHATTAN,2020/4/22,-77.87,-92.99,-91.58
Apr,New York,QUEENS,2020/4/22,-52.12,-83.87,-58.32
Apr,New York,STATEN ISLAND,2020/4/22,-38.57,-79.06,-37.45
Apr,New York,BRONX,2020/4/23,-40.02,-75.28,-44.18
Apr,New York,BROOKLYN,2020/4/23,-43.86,-82.38,-62.62
Apr,New York,MANHATTAN,2020/4/23,-78.09,-92.91,-92.04
Apr,New York,QUEENS,2020/4/23,-52.2,-83.64,-59.21
Apr,New York,STATEN ISLAND,2020/4/23,-40.76,-78.43,-32.05
Apr,New York,BRONX,2020/4/24,-35.36,-75.16,-44.54
Apr,New York,BROOKLYN,2020/4/24,-40.17,-82.34,-62.84
Apr,New York,MANHATTAN,2020/4/24,-76.5,-93.03,-92.05
Apr,New York,QUEENS,2020/4/24,-50.11,-83.8,-60.27
Apr,New York,STATEN ISLAND,2020/4/24,-35.49,-78.33,-35.12
Apr,New York,BRONX,2020/4/25,-34.89,-77.13,-38.93
Apr,New York,BROOKLYN,2020/4/25,-39.14,-82.35,-47.17
Apr,New York,MANHATTAN,2020/4/25,-73.98,-92.74,-88.06
Apr,New York,QUEENS,2020/4/25,-45.97,-84.12,-48.51
Apr,New York,STATEN ISLAND,2020/4/25,-31.62,-79.1,-19.83
Apr,New York,BRONX,2020/4/26,-52.14,-79.66,-59.03
Apr,New York,BROOKLYN,2020/4/26,-54.82,-84.89,-71.54
Apr,New York,MANHATTAN,2020/4/26,-80.61,-93.65,-93.77
Apr,New York,QUEENS,2020/4/26,-62.23,-85.92,-69.92
Apr,New York,STATEN ISLAND,2020/4/26,-51.77,-81.62,-52.74
Apr,New York,BRONX,2020/4/27,-38.77,-73.38,-44.43
Apr,New York,BROOKLYN,2020/4/27,-45.52,-81.25,-63.36
Apr,New York,MANHATTAN,2020/4/27,-78.05,-92.65,-92.06
Apr,New York,QUEENS,2020/4/27,-52.59,-81.93,-59.32
Apr,New York,STATEN ISLAND,2020/4/27,-44.56,-76.1,-40.91
Apr,New York,BRONX,2020/4/28,-33.03,-72.01,-36.54
Apr,New York,BROOKLYN,2020/4/28,-38.5,-79.44,-51.05
Apr,New York,MANHATTAN,2020/4/28,-74.76,-92.08,-89.36
Apr,New York,QUEENS,2020/4/28,-45.8,-81.1,-50.07
Apr,New York,STATEN ISLAND,2020/4/28,-32.63,-75.5,-21.2
Apr,New York,BRONX,2020/4/29,-36.55,-73.17,-40.13
Apr,New York,BROOKLYN,2020/4/29,-41.58,-79.72,-60.97
Apr,New York,MANHATTAN,2020/4/29,-76.81,-92.34,-91.57
Apr,New York,QUEENS,2020/4/29,-49.9,-82.09,-56.45
Apr,New York,STATEN ISLAND,2020/4/29,-36.31,-77.65,-28.96
Apr,New York,BRONX,2020/4/30,-35.66,-73.44,-43.77
Apr,New York,BROOKLYN,2020/4/30,-41.53,-81.01,-62.41
Apr,New York,MANHATTAN,2020/4/30,-76.52,-92.61,-92.02
Apr,New York,QUEENS,2020/4/30,-49.2,-82.35,-59.15
Apr,New York,STATEN ISLAND,2020/4/30,-38.95,-76.39,-32.89
May,New York,BRONX,2020/5/1,-21.65,-71.03,-31.54
May,New York,BROOKLYN,2020/5/1,-31.3,-78.83,-52.82
May,New York,MANHATTAN,2020/5/1,-72.63,-91.71,-89.91
May,New York,QUEENS,2020/5/1,-40.97,-80.75,-48.29
May,New York,STATEN ISLAND,2020/5/1,-25.66,-74.91,-17.03
May,New York,BRONX,2020/5/2,-20.9,-73.7,-25.18
May,New York,BROOKLYN,2020/5/2,-28.82,-79.08,-33.47
May,New York,MANHATTAN,2020/5/2,-69.87,-91.65,-85.13
May,New York,QUEENS,2020/5/2,-36.83,-81.1,-35.17
May,New York,STATEN ISLAND,2020/5/2,-24.63,-78.21,3.64
May,New York,BRONX,2020/5/3,-33.53,-74.75,-37.38
May,New York,BROOKLYN,2020/5/3,-39.14,-80.06,-43.72
May,New York,MANHATTAN,2020/5/3,-73.66,-92.07,-87.31
May,New York,QUEENS,2020/5/3,-46.67,-82.3,-44.27
May,New York,STATEN ISLAND,2020/5/3,-35.59,-73.89,-17.07
May,New York,BRONX,2020/5/4,-19.99,-66.26,-28.7
May,New York,BROOKLYN,2020/5/4,-36.39,-77.2,-50.71
May,New York,MANHATTAN,2020/5/4,-73.55,-91.2,-89.79
May,New York,QUEENS,2020/5/4,-43.31,-79.07,-45.76
May,New York,STATEN ISLAND,2020/5/4,-30.9,-72.93,-18.64
May,New York,BRONX,2020/5/5,-24.12,-68.13,-28.3
May,New York,BROOKLYN,2020/5/5,-32.19,-77.21,-48.87
May,New York,MANHATTAN,2020/5/5,-72.7,-91.18,-89
May,New York,QUEENS,2020/5/5,-39.61,-78.58,-43.27
May,New York,STATEN ISLAND,2020/5/5,-27.25,-73.25,-18.95
May,New York,BRONX,2020/5/6,-28.42,-68.69,-37.17
May,New York,BROOKLYN,2020/5/6,-36.17,-78.67,-58.21
May,New York,MANHATTAN,2020/5/6,-74.78,-91.63,-91.48
May,New York,QUEENS,2020/5/6,-44.54,-79.68,-53.3
May,New York,STATEN ISLAND,2020/5/6,-32.75,-70.37,-27.08
May,New York,BRONX,2020/5/7,-24.07,-68.58,-29.31
May,New York,BROOKLYN,2020/5/7,-30.18,-77.36,-45.55
May,New York,MANHATTAN,2020/5/7,-72.16,-91.21,-88.75
May,New York,QUEENS,2020/5/7,-39.53,-79.22,-40.98
May,New York,STATEN ISLAND,2020/5/7,-22.36,-72.29,-2.68
May,New York,BRONX,2020/5/8,-22.76,-71.35,-34.09
May,New York,BROOKLYN,2020/5/8,-30.52,-79.79,-56.22
May,New York,MANHATTAN,2020/5/8,-72,-91.86,-90.79
May,New York,QUEENS,2020/5/8,-39.63,-81.29,-48.93
May,New York,STATEN ISLAND,2020/5/8,-23.96,-74.73,-20.49
May,New York,BRONX,2020/5/9,-24.02,-73.4,-31.85
May,New York,BROOKLYN,2020/5/9,-34.21,-81.29,-55.38
May,New York,MANHATTAN,2020/5/9,-72.57,-92.02,-90.37
May,New York,QUEENS,2020/5/9,-38.37,-82.38,-44.93
May,New York,STATEN ISLAND,2020/5/9,-23.2,-79.02,-21.51
May,New York,BRONX,2020/5/10,-31.73,-76.61,-40.12
May,New York,BROOKLYN,2020/5/10,-37.05,-81.27,-50.66
May,New York,MANHATTAN,2020/5/10,-74.47,-92.71,-89.58
May,New York,QUEENS,2020/5/10,-42.89,-83.49,-45.54
May,New York,STATEN ISLAND,2020/5/10,-29.26,-75.96,-20.39
May,New York,BRONX,2020/5/13,-19.49,-67.57,-28.87
May,New York,BROOKLYN,2020/5/13,-27.62,-76.06,-44.05
May,New York,MANHATTAN,2020/5/13,-70.82,-90.85,-88.7
May,New York,QUEENS,2020/5/13,-35.89,-78.63,-38.85
May,New York,STATEN ISLAND,2020/5/13,-18.15,-74.25,-3.75
May,New York,BRONX,2020/5/14,-17.02,-66.28,-22.79
May,New York,BROOKLYN,2020/5/14,-24.8,-76.25,-43.3
May,New York,MANHATTAN,2020/5/14,-69.56,-90.85,-88.49
May,New York,QUEENS,2020/5/14,-33.28,-78.37,-35.6
May,New York,STATEN ISLAND,2020/5/14,-17.57,-72.98,-5.22
May,New York,BRONX,2020/5/15,-2.38,-64.88,-8.82
May,New York,BROOKLYN,2020/5/15,-10.73,-73.35,-30.54
May,New York,MANHATTAN,2020/5/15,-63.99,-89.92,-85.22
May,New York,QUEENS,2020/5/15,-20.58,-76.47,-23.79
May,New York,STATEN ISLAND,2020/5/15,0.21,-70.55,20.79
May,New York,BRONX,2020/5/16,-8.03,-68.54,-11.65
May,New York,BROOKLYN,2020/5/16,-15.04,-75.75,-27.47
May,New York,MANHATTAN,2020/5/16,-64.91,-90.35,-83.27
May,New York,QUEENS,2020/5/16,-22.95,-77.64,-23.18
May,New York,STATEN ISLAND,2020/5/16,-4.7,-73.92,21.76
May,New York,BRONX,2020/5/17,-26.22,-70.56,-30.14
May,New York,BROOKLYN,2020/5/17,-32.31,-78.07,-43.79
May,New York,MANHATTAN,2020/5/17,-70.68,-91.35,-87.61
May,New York,QUEENS,2020/5/17,-37.91,-79.39,-36.92
May,New York,STATEN ISLAND,2020/5/17,-23.61,-74.72,-8.74
May,New York,BRONX,2020/5/18,-18.7,-65.31,-23
May,New York,BROOKLYN,2020/5/18,-25.97,-74.54,-45.01
May,New York,MANHATTAN,2020/5/18,-69.63,-90.07,-88.28
May,New York,QUEENS,2020/5/18,-31.93,-75.37,-33.82
May,New York,STATEN ISLAND,2020/5/18,-18.09,-69.05,-6.69
May,New York,BRONX,2020/5/19,-13.7,-63.96,-16.56
May,New York,BROOKLYN,2020/5/19,-23.11,-74.68,-44.1
May,New York,MANHATTAN,2020/5/19,-68.09,-90.07,-87.35
May,New York,QUEENS,2020/5/19,-29.7,-75.7,-34.16
May,New York,STATEN ISLAND,2020/5/19,-12.91,-69.6,2.85
May,New York,BRONX,2020/5/20,-13.31,-63.88,-16.87
May,New York,BROOKLYN,2020/5/20,-19.06,-73.98,-40.62
May,New York,MANHATTAN,2020/5/20,-67.13,-90.05,-87.45
May,New York,QUEENS,2020/5/20,-26.49,-75.87,-30.43
May,New York,STATEN ISLAND,2020/5/20,-7.84,-71.64,-1.51
May,New York,BRONX,2020/5/21,-8.61,-62.81,-13.32
May,New York,BROOKLYN,2020/5/21,-15.06,-73.27,-36.3
May,New York,MANHATTAN,2020/5/21,-65.07,-89.84,-86.41
May,New York,QUEENS,2020/5/21,-23.87,-75.06,-27.69
May,New York,STATEN ISLAND,2020/5/21,-4.89,-68.85,9.68
May,New York,BRONX,2020/5/22,2.13,-62.48,-3.18
May,New York,BROOKLYN,2020/5/22,-6.56,-72.49,-33.24
May,New York,MANHATTAN,2020/5/22,-60.5,-89.5,-85.6
May,New York,QUEENS,2020/5/22,-15.72,-74.72,-21.75
May,New York,STATEN ISLAND,2020/5/22,5.87,-70.24,19.96
May,New York,BRONX,2020/5/23,-15.3,-68.89,-23.86
May,New York,BROOKLYN,2020/5/23,-24.18,-77.35,-50.04
May,New York,MANHATTAN,2020/5/23,-69.35,-91.11,-89.68
May,New York,QUEENS,2020/5/23,-30.75,-78.75,-39.47
May,New York,STATEN ISLAND,2020/5/23,-11.8,-74.74,-3.25
May,New York,BRONX,2020/5/24,-13.75,-68.16,-20.2
May,New York,BROOKLYN,2020/5/24,-21.12,-75.58,-35.07
May,New York,MANHATTAN,2020/5/24,-66.18,-90.01,-84.77
May,New York,QUEENS,2020/5/24,-27.31,-77.64,-29.97
May,New York,STATEN ISLAND,2020/5/24,-13.84,-73.19,-0.53
May,New York,BRONX,2020/5/25,-17.69,-64.37,-19.79
May,New York,BROOKLYN,2020/5/25,-22.91,-73.33,-36.62
May,New York,MANHATTAN,2020/5/25,-67.97,-89.95,-85.68
May,New York,QUEENS,2020/5/25,-30.02,-75.48,-29.26
May,New York,STATEN ISLAND,2020/5/25,-21.25,-68.34,-6.1
May,New York,BRONX,2020/5/26,-6.4,-58.93,-8.16
May,New York,BROOKLYN,2020/5/26,-13.87,-70.11,-32.74
May,New York,MANHATTAN,2020/5/26,-63.35,-88.4,-84.8
May,New York,QUEENS,2020/5/26,-20.67,-71.23,-20.81
May,New York,STATEN ISLAND,2020/5/26,0.79,-67.26,12.96
May,New York,BRONX,2020/5/27,-1.59,-58.89,-7.61
May,New York,BROOKLYN,2020/5/27,-10.96,-69.92,-31.38
May,New York,MANHATTAN,2020/5/27,-62.71,-88.47,-85.01
May,New York,QUEENS,2020/5/27,-17.37,-71.78,-22.3
May,New York,STATEN ISLAND,2020/5/27,2.35,-66.63,18.2
May,New York,BRONX,2020/5/28,-6.28,-60.74,-11.81
May,New York,BROOKLYN,2020/5/28,-12.93,-71.65,-38.46
May,New York,MANHATTAN,2020/5/28,-63.76,-88.93,-86.21
May,New York,QUEENS,2020/5/28,-21.8,-73.22,-26.98
May,New York,STATEN ISLAND,2020/5/28,0.53,-66.25,6.43
May,New York,BRONX,2020/5/29,4.84,-59.15,-3.71
May,New York,BROOKLYN,2020/5/29,-3.98,-69.85,-26.72
May,New York,MANHATTAN,2020/5/29,-59.98,-88.31,-84.15
May,New York,QUEENS,2020/5/29,-13.73,-71.43,-19.5
May,New York,STATEN ISLAND,2020/5/29,12.33,-67.53,17.72
May,New York,BRONX,2020/5/30,8.64,-61.18,3.46
May,New York,BROOKLYN,2020/5/30,-0.6,-68.59,-14.86
May,New York,MANHATTAN,2020/5/30,-57.37,-87.17,-79.89
May,New York,QUEENS,2020/5/30,-9,-70.51,-8.69
May,New York,STATEN ISLAND,2020/5/30,8.81,-68.27,37.25
May,New York,BRONX,2020/5/31,-14.79,-66.92,-21.61
May,New York,BROOKLYN,2020/5/31,-20.23,-73.05,-31.56
May,New York,MANHATTAN,2020/5/31,-63.64,-89.09,-82.28
May,New York,QUEENS,2020/5/31,-24.93,-73.51,-26.41
May,New York,STATEN ISLAND,2020/5/31,-10.18,-66.32,10.23
Jun,New York,BRONX,2020/6/1,-8.12,-59.84,-11.48
Jun,New York,BROOKLYN,2020/6/1,-14.67,-68.12,-28.15
Jun,New York,MANHATTAN,2020/6/1,-59.84,-87.48,-81.71
Jun,New York,QUEENS,2020/6/1,-23.51,-70.43,-25.6
Jun,New York,STATEN ISLAND,2020/6/1,-1.86,-63.32,5.98
Jun,New York,BRONX,2020/6/2,-15.42,-62.64,-20.22
Jun,New York,BROOKLYN,2020/6/2,-17.9,-68.63,-34.83
Jun,New York,MANHATTAN,2020/6/2,-61.77,-85.81,-81.29
Jun,New York,QUEENS,2020/6/2,-27.21,-71.55,-30.81
Jun,New York,STATEN ISLAND,2020/6/2,-8.58,-65.66,-1.74
Jun,New York,BRONX,2020/6/3,-13.99,-62.93,-21.68
Jun,New York,BROOKLYN,2020/6/3,-15.75,-70.38,-36.62
Jun,New York,MANHATTAN,2020/6/3,-67.34,-89.08,-87.97
Jun,New York,QUEENS,2020/6/3,-26.91,-72.14,-33.36
Jun,New York,STATEN ISLAND,2020/6/3,-6.52,-65.28,2.31
Jun,New York,BRONX,2020/6/4,-4.95,-58.84,-11.78
Jun,New York,BROOKLYN,2020/6/4,-5.26,-66.2,-25.28
Jun,New York,MANHATTAN,2020/6/4,-62.72,-87.59,-85.1
Jun,New York,QUEENS,2020/6/4,-16.97,-69.48,-22.45
Jun,New York,STATEN ISLAND,2020/6/4,5.56,-63.57,19.67
Jun,New York,BRONX,2020/6/5,3.01,-59.17,-9.8
Jun,New York,BROOKLYN,2020/6/5,-2.73,-68.36,-32
Jun,New York,MANHATTAN,2020/6/5,-62.24,-87.86,-86.73
Jun,New York,QUEENS,2020/6/5,-14.44,-71.36,-23.58
Jun,New York,STATEN ISLAND,2020/6/5,10.1,-64.49,27.71
Jun,New York,BRONX,2020/6/6,8.88,-59.85,-2.17
Jun,New York,BROOKLYN,2020/6/6,-1.56,-64.16,-16.94
Jun,New York,MANHATTAN,2020/6/6,-61.52,-86.4,-82.77
Jun,New York,QUEENS,2020/6/6,-8.41,-68.46,-13.45
Jun,New York,STATEN ISLAND,2020/6/6,13.83,-64.32,31.99
Jun,New York,BRONX,2020/6/7,-4.38,-61.03,-11.03
Jun,New York,BROOKLYN,2020/6/7,-12.69,-65.27,-23.12
Jun,New York,MANHATTAN,2020/6/7,-64.88,-87.48,-84.19
Jun,New York,QUEENS,2020/6/7,-17.89,-69.15,-21.76
Jun,New York,STATEN ISLAND,2020/6/7,-1.62,-64.95,22.55
Jun,New York,BRONX,2020/6/8,3.88,-50.88,-0.68
Jun,New York,BROOKLYN,2020/6/8,-2.18,-61.15,-21.16
Jun,New York,MANHATTAN,2020/6/8,-59.08,-84.58,-82.17
Jun,New York,QUEENS,2020/6/8,-11.01,-63.4,-16.44
Jun,New York,STATEN ISLAND,2020/6/8,9.03,-54.09,23.6
Jun,New York,BRONX,2020/6/9,11.7,-49.66,7.05
Jun,New York,BROOKLYN,2020/6/9,3.46,-59.79,-22.39
Jun,New York,MANHATTAN,2020/6/9,-57.61,-84.52,-81.55
Jun,New York,QUEENS,2020/6/9,-5.18,-62.34,-13.77
Jun,New York,STATEN ISLAND,2020/6/9,13.15,-54.79,21.72
Jun,New York,BRONX,2020/6/10,9.4,-51.1,4.56
Jun,New York,BROOKLYN,2020/6/10,3.23,-60.62,-22.4
Jun,New York,MANHATTAN,2020/6/10,-57.28,-84.79,-82.01
Jun,New York,QUEENS,2020/6/10,-7.18,-63.81,-14.78
Jun,New York,STATEN ISLAND,2020/6/10,15.64,-58.89,29.41
Jun,New York,BRONX,2020/6/11,4.02,-53.19,-5.08
Jun,New York,BROOKLYN,2020/6/11,-2.13,-64.44,-33.26
Jun,New York,MANHATTAN,2020/6/11,-58.9,-85.64,-84.32
Jun,New York,QUEENS,2020/6/11,-12.18,-66.56,-23.55
Jun,New York,STATEN ISLAND,2020/6/11,6.59,-62.51,8.19
Jun,New York,BRONX,2020/6/12,33.36,-46.57,22.76
Jun,New York,BROOKLYN,2020/6/12,23.33,-55.64,-5
Jun,New York,MANHATTAN,2020/6/12,-48.1,-82.69,-77.84
Jun,New York,QUEENS,2020/6/12,13.19,-60.44,3.17
Jun,New York,STATEN ISLAND,2020/6/12,34.33,-54.99,43.12
Jun,New York,BRONX,2020/6/13,25.83,-52.11,17.81
Jun,New York,BROOKLYN,2020/6/13,13.5,-59.38,-3.75
Jun,New York,MANHATTAN,2020/6/13,-53.59,-83.77,-76.82
Jun,New York,QUEENS,2020/6/13,8.04,-62.38,1.34
Jun,New York,STATEN ISLAND,2020/6/13,25.43,-59.86,38.33
Jun,New York,BRONX,2020/6/14,1.46,-57.56,-7.91
Jun,New York,BROOKLYN,2020/6/14,-5.28,-62.91,-17.64
Jun,New York,MANHATTAN,2020/6/14,-60.36,-85.79,-81.74
Jun,New York,QUEENS,2020/6/14,-11.77,-65.22,-17.62
Jun,New York,STATEN ISLAND,2020/6/14,0.77,-58.2,14.33
Jun,New York,BRONX,2020/6/15,8.52,-48.7,3.49
Jun,New York,BROOKLYN,2020/6/15,0.83,-59.44,-23.74
Jun,New York,MANHATTAN,2020/6/15,-55.4,-83.77,-80.83
Jun,New York,QUEENS,2020/6/15,-5.58,-60.78,-14.45
Jun,New York,STATEN ISLAND,2020/6/15,10.44,-53.48,21.53
Jun,New York,BRONX,2020/6/16,15.84,-46.94,9.4
Jun,New York,BROOKLYN,2020/6/16,7.07,-57.51,-16.03
Jun,New York,MANHATTAN,2020/6/16,-53.57,-83.26,-79.37
Jun,New York,QUEENS,2020/6/16,-0.85,-59.93,-6.56
Jun,New York,STATEN ISLAND,2020/6/16,19.41,-51.83,39.85
Jun,New York,BRONX,2020/6/17,14.32,-48.16,6.51
Jun,New York,BROOKLYN,2020/6/17,8.27,-57.4,-17.95
Jun,New York,MANHATTAN,2020/6/17,-53.06,-82.98,-79.54
Jun,New York,QUEENS,2020/6/17,-1.51,-60.66,-11.3
Jun,New York,STATEN ISLAND,2020/6/17,21.19,-52.89,33.91
Jun,New York,BRONX,2020/6/18,16.26,-45.97,9.38
Jun,New York,BROOKLYN,2020/6/18,11.12,-57.61,-16.71
Jun,New York,MANHATTAN,2020/6/18,-51.92,-82.76,-79.11
Jun,New York,QUEENS,2020/6/18,1.56,-60.58,-9.88
Jun,New York,STATEN ISLAND,2020/6/18,20,-54.24,28.71
Jun,New York,BRONX,2020/6/19,41.04,-41.27,34.02
Jun,New York,BROOKLYN,2020/6/19,40.4,-48.6,19.76
Jun,New York,MANHATTAN,2020/6/19,-40.37,-79.09,-72.84
Jun,New York,QUEENS,2020/6/19,21.85,-56.12,9.96
Jun,New York,STATEN ISLAND,2020/6/19,39.87,-51.83,48.18
Jun,New York,BRONX,2020/6/20,32.39,-49.19,25.64
Jun,New York,BROOKLYN,2020/6/20,20.08,-55.47,-5.26
Jun,New York,MANHATTAN,2020/6/20,-51.69,-82.93,-77.68
Jun,New York,QUEENS,2020/6/20,16.81,-59.68,5.16
Jun,New York,STATEN ISLAND,2020/6/20,29.87,-55.63,38.4
Jun,New York,BRONX,2020/6/21,9.04,-54.07,-1.02
Jun,New York,BROOKLYN,2020/6/21,-2.03,-61.71,-24.88
Jun,New York,MANHATTAN,2020/6/21,-60.19,-85.39,-82.97
Jun,New York,QUEENS,2020/6/21,-6.05,-64.84,-18.22
Jun,New York,STATEN ISLAND,2020/6/21,2.91,-58.73,7.45
Jun,New York,BRONX,2020/6/22,19.17,-40.98,11.25
Jun,New York,BROOKLYN,2020/6/22,14.09,-50.8,-14.26
Jun,New York,MANHATTAN,2020/6/22,-49.55,-80.53,-77.49
Jun,New York,QUEENS,2020/6/22,6.4,-53.93,-2.36
Jun,New York,STATEN ISLAND,2020/6/22,25.36,-44.2,39.38
Jun,New York,BRONX,2020/6/23,26.82,-39.99,22.78
Jun,New York,BROOKLYN,2020/6/23,18.63,-49.48,-3.86
Jun,New York,MANHATTAN,2020/6/23,-46.34,-79.54,-74.98
Jun,New York,QUEENS,2020/6/23,10.37,-53,1.93
Jun,New York,STATEN ISLAND,2020/6/23,31.34,-44.52,54.93
Jun,New York,BRONX,2020/6/24,25.16,-39.35,18.09
Jun,New York,BROOKLYN,2020/6/24,19.73,-49.81,-9.85
Jun,New York,MANHATTAN,2020/6/24,-45.76,-79.15,-75.09
Jun,New York,QUEENS,2020/6/24,9.73,-54.04,-3.08
Jun,New York,STATEN ISLAND,2020/6/24,34.55,-44.52,57.12
Jun,New York,BRONX,2020/6/25,29.35,-39.28,18.97
Jun,New York,BROOKLYN,2020/6/25,22.81,-49.08,-5.84
Jun,New York,MANHATTAN,2020/6/25,-43.8,-78.85,-73.62
Jun,New York,QUEENS,2020/6/25,11.7,-53.35,-0.23
Jun,New York,STATEN ISLAND,2020/6/25,36.96,-44.02,44.09
Jun,New York,BRONX,2020/6/26,52.8,-34.98,39.89
Jun,New York,BROOKLYN,2020/6/26,40.53,-43.55,10.46
Jun,New York,MANHATTAN,2020/6/26,-36.2,-76.56,-69.77
Jun,New York,QUEENS,2020/6/26,29.52,-50.63,14.91
Jun,New York,STATEN ISLAND,2020/6/26,50.92,-41.13,66.41
Jun,New York,BRONX,2020/6/27,29.52,-46.27,19.12
Jun,New York,BROOKLYN,2020/6/27,18.76,-52.89,-11.89
Jun,New York,MANHATTAN,2020/6/27,-48.68,-80.45,-76.18
Jun,New York,QUEENS,2020/6/27,13.77,-57.1,2.39
Jun,New York,STATEN ISLAND,2020/6/27,33.3,-52.17,46.5
Jun,New York,BRONX,2020/6/28,12.25,-50.31,-1.51
Jun,New York,BROOKLYN,2020/6/28,5.74,-54.23,-18.66
Jun,New York,MANHATTAN,2020/6/28,-51.38,-80.87,-76.5
Jun,New York,QUEENS,2020/6/28,-0.98,-58.39,-11.51
Jun,New York,STATEN ISLAND,2020/6/28,16.25,-50.6,21.37
Jun,New York,BRONX,2020/6/29,26.77,-37.28,17.83
Jun,New York,BROOKLYN,2020/6/29,20.04,-44.94,-10.06
Jun,New York,MANHATTAN,2020/6/29,-45.18,-77.87,-73.7
Jun,New York,QUEENS,2020/6/29,11.17,-50.29,0.34
Jun,New York,STATEN ISLAND,2020/6/29,30.05,-37.9,40.2
Jun,New York,BRONX,2020/6/30,28.29,-37.28,15.52
Jun,New York,BROOKLYN,2020/6/30,20.66,-48.51,-10.37
Jun,New York,MANHATTAN,2020/6/30,-43.52,-78.47,-74.13
Jun,New York,QUEENS,2020/6/30,10.5,-52.2,-1.59
Jun,New York,STATEN ISLAND,2020/6/30,27.31,-46.12,32.21
