stop_name,daytime_routes,division,line,Neighborhood,borough,borocd,poverty_rate,poverty 100,Near poverty,In or near poverty,density,2019  average,2020 average,%increase average,percent increase edit,sum 2019,2020 sum,under18_rate,over65_rate,pct_white_nh,pct_bach_deg,pct_hh_rent_burd,mean_commute,unemployment
Canal St,1,IRT,Broadway - 7Av,"Greenwich Village, Soho",M,102,8.8,7.9,6.7,14.6,64297.14286,#DIV/0!,5298.277778,-0.735150386,-73.52%,2000038,522453,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Franklin St,1,IRT,Broadway - 7Av,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.700133244,-70.01%,1588726,469880,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Chambers St,1 2 3,IRT,Broadway - 7Av,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.715298261,-71.53%,5983920,1680295,12.7,12.8,72.2,82.2,30.1,25.4,2.8
WTC Cortlandt,1,IRT,Broadway - 7Av,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.750148223,-75.01%,4298976,1059393,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Rector St,1,IRT,Broadway - 7Av,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.743616773,-74.36%,2643386,668436,12.7,12.8,72.2,82.2,30.1,25.4,2.8
45 St,R,BMT,4th Av,Sunset Park & Windsor Terrace,Bk,307,27.9,23.9,33,56.9,34116.21622,9325.815934,3749.643059,-0.562483549,-56.25%,2471066,1066322,24,10.3,24.4,29.6,48.1,42.9,3.8
Wall St,2 3,IRT,Clark St,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.713950489,-71.40%,7010094,1977765,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Clark St,2 3,IRT,Clark St,Brooklyn Heights & Fort Greene,Bk,302,11,12,15.8,27.8,35577.5,1364.909589,676.5611111,-0.677999545,-67.80%,1808580,574386,17.9,10.7,46.4,62.9,31.2,35.2,4.6
Hoyt St,2 3,IRT,Eastern Pky,Brooklyn Heights & Fort Greene,Bk,302,11,12,15.8,27.8,35577.5,1364.909589,676.5611111,-0.618605589,-61.86%,2352371,884891,17.9,10.7,46.4,62.9,31.2,35.2,4.6
Nevins St,2 3 4 5,IRT,Eastern Pky,Brooklyn Heights & Fort Greene,Bk,302,11,12,15.8,27.8,35577.5,1364.909589,676.5611111,-0.629798006,-62.98%,3187965,1164024,17.9,10.7,46.4,62.9,31.2,35.2,4.6
Bergen St,2 3,IRT,Eastern Pky,"Park Slope, Carroll Gardens & Red Hook",Bk,306,9.6,10,8.8,18.9,33777.09677,2843.870523,1338.936111,-0.645904899,-64.59%,1224592,427682,21.2,10.4,64.1,73,28.8,38.4,4
53 St,R,BMT,4th Av,"Park Slope, Carroll Gardens & Red Hook",Bk,306,9.6,10,8.8,18.9,33777.09677,2843.870523,1338.936111,-0.513134466,-51.31%,2809983,1349343,21.2,10.4,64.1,73,28.8,38.4,4
Grand Army Plaza,2 3,IRT,Eastern Pky,"Park Slope, Carroll Gardens & Red Hook",Bk,306,9.6,10,8.8,18.9,33777.09677,2843.870523,1338.936111,-0.65178733,-65.18%,2307809,792600,21.2,10.4,64.1,73,28.8,38.4,4
Eastern Pkwy - Brooklyn Museum,2 3,IRT,Eastern Pky,Crown Heights North & Prospect Heights,Bk,308,20.4,21.1,23.2,44.3,60198.125,19471.94795,5396.819444,-0.667296439,-66.73%,1351780,442349,19.3,11.3,22.3,41.2,42.9,41.3,4.6
Nostrand Av,3,IRT,Eastern Pky,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.631355537,-63.14%,1390807,508476,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Kingston Av,3,IRT,Eastern Pky,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.586308191,-58.63%,1489184,607624,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Crown Hts - Utica Av,3 4,IRT,Eastern Pky,Crown Heights North & Prospect Heights,Bk,308,20.4,21.1,23.2,44.3,60198.125,19471.94795,5396.819444,-0.539885173,-53.99%,8095394,3673786,19.3,11.3,22.3,41.2,42.9,41.3,4.6
Sutter Av - Rutland Rd,3,IRT,Eastern Pky,"East Flatbush, Farragut & Rugby",Bk,317,19.5,16.8,27.9,44.7,45662.35294,20730.65097,8221.072222,-0.524586,-52.46%,2038766,985686,21.2,15.9,2.7,24.8,48.5,47.4,4.3
Saratoga Av,3,IRT,Eastern Pky,Brownsville & Ocean Hill,Bk,316,29.4,29.6,31.1,60.7,45509.47368,2488.638356,985.7027778,-0.497009265,-49.70%,1593133,790354,24.4,11.5,2.6,14.4,55.2,46.9,7
Rockaway Av,3,IRT,Eastern Pky,Brownsville & Ocean Hill,Bk,316,29.4,29.6,31.1,60.7,45509.47368,2488.638356,985.7027778,-0.503794578,-50.38%,1486606,727557,24.4,11.5,2.6,14.4,55.2,46.9,7
Junius St,3,IRT,Eastern Pky,Brownsville & Ocean Hill,Bk,316,29.4,29.6,31.1,60.7,45509.47368,2488.638356,985.7027778,-0.487733833,-48.77%,692441,349855,24.4,11.5,2.6,14.4,55.2,46.9,7
59 St,N R,BMT,4th Av,East New York & Starrett City,Bk,305,28.7,28.9,29.3,58.2,32660,3560.231844,1693.341667,-0.555790584,-55.58%,3497426,1607316,25.9,11.5,3.7,14.8,49.7,44.9,4.4
Pennsylvania Av,3,IRT,Eastern Pky,East New York & Starrett City,Bk,305,28.7,28.9,29.3,58.2,32660,3560.231844,1693.341667,-0.511533793,-51.15%,1392831,671031,25.9,11.5,3.7,14.8,49.7,44.9,4.4
Van Siclen Av,3,IRT,Eastern Pky,East New York & Starrett City,Bk,305,28.7,28.9,29.3,58.2,32660,3560.231844,1693.341667,-0.519189993,-51.92%,869845,412501,25.9,11.5,3.7,14.8,49.7,44.9,4.4
New Lots Av,3,IRT,Eastern Pky,East New York & Starrett City,Bk,305,28.7,28.9,29.3,58.2,32660,3560.231844,1693.341667,-0.496213321,-49.62%,1736229,862707,25.9,11.5,3.7,14.8,49.7,44.9,4.4
President St,2 5,IRT,Nostrand,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.577215208,-57.72%,1057257,440869,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Sterling St,2 5,IRT,Nostrand,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.560504554,-56.05%,1678120,727423,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Winthrop St,2 5,IRT,Nostrand,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.494277651,-49.43%,1914375,954880,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Church Av,2 5,IRT,Nostrand,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.536010543,-53.60%,2921266,1336869,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Beverly Rd,2 5,IRT,Nostrand,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.534081413,-53.41%,1311862,602848,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Newkirk Av,2 5,IRT,Nostrand,"East Flatbush, Farragut & Rugby",Bk,317,19.5,16.8,27.9,44.7,45662.35294,20730.65097,8221.072222,-0.52422348,-52.42%,2182690,1024247,21.2,15.9,2.7,24.8,48.5,47.4,4.3
Flatbush Av - Brooklyn College,2 5,IRT,Nostrand,Flatbush & Midwood,Bk,314,21.5,20.4,26.9,47.3,55401.37931,11533.44932,4322.875,-0.573544355,-57.35%,5887584,2476399,25.1,13.1,40.8,38,48.6,42.7,4.4
Bay Ridge Av,R,BMT,4th Av,Bay Ridge & Dyker Heights,Bk,310,19,17.6,20.4,38,31122.75,8908.531507,3590.094444,-0.563543619,-56.35%,2381755,1025292,19.6,16.6,54.6,41.8,43.4,44.5,3.8
Pelham Bay Park,6,IRT,Pelham,"Co-op City, Pelham Bay & Schuylerville",Bx,210,14,14.3,21,35.3,18811.25,6046.799451,2728.761111,-0.551936896,-55.19%,2219054,980656,19.4,19.9,27.5,27.9,38.2,45.1,4.4
Buhre Av,6,IRT,Pelham,"Co-op City, Pelham Bay & Schuylerville",Bx,210,14,14.3,21,35.3,18811.25,6046.799451,2728.761111,-0.561707559,-56.17%,1160304,501586,19.4,19.9,27.5,27.9,38.2,45.1,4.4
Middletown Rd,6,IRT,Pelham,"Co-op City, Pelham Bay & Schuylerville",Bx,210,14,14.3,21,35.3,18811.25,6046.799451,2728.761111,-0.579547133,-57.95%,618386,257145,19.4,19.9,27.5,27.9,38.2,45.1,4.4
Westchester Sq - E Tremont Av,6,IRT,Pelham,"Co-op City, Pelham Bay & Schuylerville",Bx,210,14,14.3,21,35.3,18811.25,6046.799451,2728.761111,-0.540953713,-54.10%,1831738,829334,19.4,19.9,27.5,27.9,38.2,45.1,4.4
Zerega Av,6,IRT,Pelham,"Co-op City, Pelham Bay & Schuylerville",Bx,210,14,14.3,21,35.3,18811.25,6046.799451,2728.761111,-0.565927737,-56.59%,810579,347030,19.4,19.9,27.5,27.9,38.2,45.1,4.4
Castle Hill Av,6,IRT,Pelham,"Castle Hill, Clason Point & Parkchester",Bx,209,27.6,29.6,29.5,59.1,42023.90244,9139.886427,4152.547222,-0.531653151,-53.17%,1984404,916658,24.5,12.5,2.9,17.4,48.9,46.4,6
Parkchester,6,IRT,Pelham,"Castle Hill, Clason Point & Parkchester",Bx,209,27.6,29.6,29.5,59.1,42023.90244,9139.886427,4152.547222,-0.55086099,-55.09%,4809328,2130467,24.5,12.5,2.9,17.4,48.9,46.4,6
St Lawrence Av,6,IRT,Pelham,"Castle Hill, Clason Point & Parkchester",Bx,209,27.6,29.6,29.5,59.1,42023.90244,9139.886427,4152.547222,-0.516252712,-51.63%,1288955,614987,24.5,12.5,2.9,17.4,48.9,46.4,6
Morrison Av- Sound View,6,IRT,Pelham,"Castle Hill, Clason Point & Parkchester",Bx,209,27.6,29.6,29.5,59.1,42023.90244,9139.886427,4152.547222,-0.509057332,-50.91%,1986273,961788,24.5,12.5,2.9,17.4,48.9,46.4,6
Elder Av,6,IRT,Pelham,"Castle Hill, Clason Point & Parkchester",Bx,209,27.6,29.6,29.5,59.1,42023.90244,9139.886427,4152.547222,-0.491445052,-49.14%,2010146,1008266,24.5,12.5,2.9,17.4,48.9,46.4,6
77 St,R,BMT,4th Av,Bay Ridge & Dyker Heights,Bk,310,19,17.6,20.4,38,31122.75,8908.531507,3590.094444,-0.578676985,-57.87%,1701190,706932,19.6,16.6,54.6,41.8,43.4,44.5,3.8
Whitlock Av,6,IRT,Pelham,"Hunts Point, Longwood",Bx,202,31,32.3,36.7,69,23748.18182,14731.63836,5858.733333,-0.492256522,-49.23%,591939,296436,27.9,8.8,2,10.7,50.3,43.4,6.1
Hunts Point Av,6,IRT,Pelham,"Hunts Point, Longwood",Bx,202,31,32.3,36.7,69,23748.18182,14731.63836,5858.733333,-0.498970343,-49.90%,3220477,1591451,27.9,8.8,2,10.7,50.3,43.4,6.1
Longwood Av,6,IRT,Pelham,"Hunts Point, Longwood",Bx,202,31,32.3,36.7,69,23748.18182,14731.63836,5858.733333,-0.604344774,-60.43%,965907,376931,27.9,8.8,2,10.7,50.3,43.4,6.1
E 149 St,6,IRT,Pelham,"Hunts Point, Longwood",Bx,202,31,32.3,36.7,69,23748.18182,14731.63836,5858.733333,-0.478427222,-47.84%,1488221,757076,27.9,8.8,2,10.7,50.3,43.4,6.1
E 143 St - St Mary's St,6,IRT,Pelham,Melrose,Bx,201,31,32.3,36.7,69,41589.54545,4699.534247,1991.227778,-0.471963618,-47.20%,322189,167797,27.9,8.8,2,10.7,50.3,43.4,6.1
Cypress Av,6,IRT,Pelham,Melrose,Bx,201,31,32.3,36.7,69,41589.54545,4699.534247,1991.227778,-0.528234996,-52.82%,1063678,494932,27.9,8.8,2,10.7,50.3,43.4,6.1
Brook Av,6,IRT,Pelham,Melrose,Bx,201,31,32.3,36.7,69,41589.54545,4699.534247,1991.227778,-0.497522982,-49.75%,1848633,916171,27.9,8.8,2,10.7,50.3,43.4,6.1
3 Av - 138 St,6,IRT,Pelham,Melrose,Bx,201,31,32.3,36.7,69,41589.54545,4699.534247,1991.227778,-0.512679974,-51.27%,2542547,1222061,27.9,8.8,2,10.7,50.3,43.4,6.1
Woodlawn,4,IRT,Jerome Av,"Bedford Park, Fordham North & Norwood",Bx,207,27.4,30.8,36.4,67.3,73308.42105,5784.060274,2310.894444,-0.550790275,-55.08%,2145184,950437,26.4,9.6,5.8,16.6,54.4,44.9,7.5
Mosholu Pkwy,4,IRT,Jerome Av,"Bedford Park, Fordham North & Norwood",Bx,207,27.4,30.8,36.4,67.3,73308.42105,5784.060274,2310.894444,-0.51118067,-51.12%,2519435,1214678,26.4,9.6,5.8,16.6,54.4,44.9,7.5
86 St,R,BMT,4th Av,Bay Ridge & Dyker Heights,Bk,310,19,17.6,20.4,38,31122.75,8908.531507,3590.094444,-0.569208933,-56.92%,3494280,1484684,19.6,16.6,54.6,41.8,43.4,44.5,3.8
Bedford Park Blvd - Lehman College,4,IRT,Jerome Av,"Bedford Park, Fordham North & Norwood",Bx,207,27.4,30.8,36.4,67.3,73308.42105,5784.060274,2310.894444,-0.56403768,-56.40%,1565603,673194,26.4,9.6,5.8,16.6,54.4,44.9,7.5
Kingsbridge Rd,4,IRT,Jerome Av,"Bedford Park, Fordham North & Norwood",Bx,207,27.4,30.8,36.4,67.3,73308.42105,5784.060274,2310.894444,-0.52830888,-52.83%,2751961,1283811,26.4,9.6,5.8,16.6,54.4,44.9,7.5
Fordham Rd,4,IRT,Jerome Av,"Bedford Park, Fordham North & Norwood",Bx,207,27.4,30.8,36.4,67.3,73308.42105,5784.060274,2310.894444,-0.514546663,-51.45%,3146597,1506601,26.4,9.6,5.8,16.6,54.4,44.9,7.5
183 St,4,IRT,Jerome Av,"Morris Heights, Fordham South & Mount Hope",Bx,205,35.6,37.1,36.2,73.3,91571.42857,5175.841096,2223.208333,-0.487390573,-48.74%,1792790,906412,29.1,8.2,1.1,12.3,58.3,43.3,7.3
Burnside Av,4,IRT,Jerome Av,"Morris Heights, Fordham South & Mount Hope",Bx,205,35.6,37.1,36.2,73.3,91571.42857,5175.841096,2223.208333,-0.545076133,-54.51%,3154783,1415526,29.1,8.2,1.1,12.3,58.3,43.3,7.3
176 St,4,IRT,Jerome Av,"Morris Heights, Fordham South & Mount Hope",Bx,205,35.6,37.1,36.2,73.3,91571.42857,5175.841096,2223.208333,-0.525281321,-52.53%,1728667,809389,29.1,8.2,1.1,12.3,58.3,43.3,7.3
Mt Eden Av,4,IRT,Jerome Av,"Concourse, Highbridge ",Bx,204,32.4,34.7,36.2,70.9,73220.5,7448.131507,2786.330556,-0.488308315,-48.83%,1550550,782535,27.3,9.9,2,15.6,53.9,42,6.3
170 St,4,IRT,Jerome Av,"Concourse, Highbridge ",Bx,204,32.4,34.7,36.2,70.9,73220.5,7448.131507,2786.330556,-0.510316427,-51.03%,2505489,1210090,27.3,9.9,2,15.6,53.9,42,6.3
167 St,4,IRT,Jerome Av,"Concourse, Highbridge ",Bx,204,32.4,34.7,36.2,70.9,73220.5,7448.131507,2786.330556,-0.494345407,-49.43%,2666677,1329946,27.3,9.9,2,15.6,53.9,42,6.3
Bay Ridge - 95 St,R,BMT,4th Av,Bay Ridge & Dyker Heights,Bk,310,19,17.6,20.4,38,31122.75,8908.531507,3590.094444,-0.566649588,-56.66%,1786387,763527,19.6,16.6,54.6,41.8,43.4,44.5,3.8
138 St - Grand Concourse,4 5,IRT,Jerome Av,Melrose,Bx,201,31,32.3,36.7,69,41589.54545,4699.534247,1991.227778,-0.659169994,-65.92%,1052805,352929,27.9,8.8,2,10.7,50.3,43.4,6.1
125 St,4 5 6,IRT,Lexington Av,East Harlem,M,111,22.3,23.7,33.7,57.4,50212.91667,4254.711538,1804.55,-0.594206006,-59.42%,8705964,3484433,20.4,12.9,13.7,31.4,38.3,35.8,5.3
116 St,6,IRT,Lexington Av,East Harlem,M,111,22.3,23.7,33.7,57.4,50212.91667,4254.711538,1804.55,-0.572174475,-57.22%,4617230,1948309,20.4,12.9,13.7,31.4,38.3,35.8,5.3
110 St,6,IRT,Lexington Av,East Harlem,M,111,22.3,23.7,33.7,57.4,50212.91667,4254.711538,1804.55,-0.578194552,-57.82%,3333783,1390755,20.4,12.9,13.7,31.4,38.3,35.8,5.3
103 St,6,IRT,Lexington Av,East Harlem,M,111,22.3,23.7,33.7,57.4,50212.91667,4254.711538,1804.55,-0.561072551,-56.11%,4063650,1759214,20.4,12.9,13.7,31.4,38.3,35.8,5.3
96 St,6,IRT,Lexington Av,Upper East Side,M,108,7.2,6.3,6.2,12.5,109960,4961.260274,2356.602778,-0.588995755,-58.90%,5182944,2101031,14.6,20.8,75.3,80.5,32.5,31.4,2
86 St,4 5 6,IRT,Lexington Av,Upper East Side,M,108,7.2,6.3,6.2,12.5,109960,4961.260274,2356.602778,-0.639943192,-63.99%,13563096,4816588,14.6,20.8,75.3,80.5,32.5,31.4,2
77 St,6,IRT,Lexington Av,Upper East Side,M,108,7.2,6.3,6.2,12.5,109960,4961.260274,2356.602778,-0.615092307,-61.51%,7843935,2986013,14.6,20.8,75.3,80.5,32.5,31.4,2
68 St - Hunter College,6,IRT,Lexington Av,Upper East Side,M,108,7.2,6.3,6.2,12.5,109960,4961.260274,2356.602778,-0.640754791,-64.08%,6735631,2386596,14.6,20.8,75.3,80.5,32.5,31.4,2
Broadway,N W,BMT,Astoria,Astoria & Long Island City,Q,401,18.1,16.7,23.3,40,30823.3871,25651.47107,10245.85,-0.567989237,-56.80%,3047089,1377602,14.5,13,48.3,46.4,37.4,40,4.5
33 St,6,IRT,Lexington Av,Midtown Business Distric,M,105,11.3,11.8,10.1,22,32295.625,3712.825967,1225.022222,-0.672941448,-67.29%,8797120,2837760,8.2,13.4,59.1,74.1,33.9,26.7,3.5
28 St,6,IRT,Lexington Av,Midtown Business Distric,M,105,11.3,11.8,10.1,22,32295.625,3712.825967,1225.022222,-0.646613621,-64.66%,5726189,2052058,8.2,13.4,59.1,74.1,33.9,26.7,3.5
23 St,6,IRT,Lexington Av,Midtown Business Distric,M,105,11.3,11.8,10.1,22,32295.625,3712.825967,1225.022222,-0.705080267,-70.51%,8531519,2481646,8.2,13.4,59.1,74.1,33.9,26.7,3.5
Astor Pl,6,IRT,Lexington Av,"Greenwich Village, Soho",M,102,8.8,7.9,6.7,14.6,64297.14286,#DIV/0!,5298.277778,-0.713229242,-71.32%,5383903,1522796,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Spring St,6,IRT,Lexington Av,"Greenwich Village, Soho",M,102,8.8,7.9,6.7,14.6,64297.14286,#DIV/0!,5298.277778,-0.725646844,-72.56%,3682187,996381,12.7,12.8,72.2,82.2,30.1,25.4,2.8
7 Av,B Q,BMT,Broadway - Brighton,"Park Slope, Carroll Gardens & Red Hook",Bk,306,9.6,10,8.8,18.9,33777.09677,2843.870523,1338.936111,-0.677439023,-67.74%,3124511,991278,21.2,10.4,64.1,73,28.8,38.4,4
Wall St,4 5,IRT,Lexington Av,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.718666459,-71.87%,5624184,1564884,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Bowling Green,4 5,IRT,Lexington Av,Battery Park City,M,101,8.8,7.9,6.7,14.6,40652,14598.75342,5420.066667,-0.709994116,-71.00%,8754690,2504132,12.7,12.8,72.2,82.2,30.1,25.4,2.8
Wakefield - 241 St,2,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.480527154,-48.05%,1481454,759033,22.3,13.2,6.3,23.4,52.6,47.1,6.3
Nereid Av,2 5,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.536298808,-53.63%,1018115,465634,22.3,13.2,6.3,23.4,52.6,47.1,6.3
233 St,2 5,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.514510774,-51.45%,1457731,698018,22.3,13.2,6.3,23.4,52.6,47.1,6.3
225 St,2 5,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.548033318,-54.80%,1207108,538099,22.3,13.2,6.3,23.4,52.6,47.1,6.3
Prospect Park,B Q,BMT,Broadway - Brighton,"Wakefield, Willamsbridge & Woodlawn",Bk,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.625289494,-62.53%,3373896,1246916,22.3,13.2,6.3,23.4,52.6,47.1,6.3
219 St,2 5,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.545179401,-54.52%,987360,442920,22.3,13.2,6.3,23.4,52.6,47.1,6.3
Gun Hill Rd,2 5,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.563585761,-56.36%,2301534,990663,22.3,13.2,6.3,23.4,52.6,47.1,6.3
Burke Av,2 5,IRT,Lenox - White Plains Rd,"Wakefield, Willamsbridge & Woodlawn",Bx,212,20.9,22,26.4,48.4,27204.28571,3599.915068,1616.333333,-0.536317733,-53.63%,1012959,463257,22.3,13.2,6.3,23.4,52.6,47.1,6.3
Allerton Av,2 5,IRT,Lenox - White Plains Rd,"Pelham Parkway, Morris Park & Laconia",Bx,211,20.6,20,29,49,31453.33333,11031.22192,3191.758333,-0.544124564,-54.41%,1631555,733597,22.3,14.4,21.7,24.8,49,44,6
Pelham Pkwy,2 5,IRT,Lenox - White Plains Rd,"Pelham Parkway, Morris Park & Laconia",Bx,211,20.6,20,29,49,31453.33333,11031.22192,3191.758333,-0.553702574,-55.37%,2682591,1180833,22.3,14.4,21.7,24.8,49,44,6
Bronx Park East,2 5,IRT,Lenox - White Plains Rd,"Pelham Parkway, Morris Park & Laconia",Bx,211,20.6,20,29,49,31453.33333,11031.22192,3191.758333,-0.556486174,-55.65%,777888,340278,22.3,14.4,21.7,24.8,49,44,6
E 180 St,2 5,IRT,Lenox - White Plains Rd,"Belmont, East Tremont",Bx,206,30.3,31.4,39,70.4,55512,5336.528767,2227.777778,-0.492062661,-49.21%,2285833,1145155,28.4,9.4,4,13.2,50.7,44.2,7.8
West Farms Sq - E Tremont Av,2 5,IRT,Lenox - White Plains Rd,"Belmont, East Tremont",Bx,206,30.3,31.4,39,70.4,55512,5336.528767,2227.777778,-0.56192125,-56.19%,2138553,924021,28.4,9.4,4,13.2,50.7,44.2,7.8
174 St,2 5,IRT,Lenox - White Plains Rd,Crotona Park East,Bx,203,30.3,31.4,39,70.4,49851.25,21540.70137,7809.136111,-0.552444095,-55.24%,2079744,918051,28.4,9.4,4,13.2,50.7,44.2,7.8
Freeman St,2 5,IRT,Lenox - White Plains Rd,Crotona Park East,Bx,203,30.3,31.4,39,70.4,49851.25,21540.70137,7809.136111,-0.543005235,-54.30%,1378847,621494,28.4,9.4,4,13.2,50.7,44.2,7.8
Parkside Av,B Q,BMT,Broadway - Brighton,"Crown Heights So, Prospect Lefferts & Wingate",Bk,309,20.8,20.8,27.7,48.5,61518.125,1435.865753,583.6583333,-0.561947177,-56.19%,1973306,852571,21.4,13.8,22.8,32.4,47.6,42.7,5.4
Simpson St,2 5,IRT,Lenox - White Plains Rd,"Hunts Point, Longwood",Bx,202,31,32.3,36.7,69,23748.18182,14731.63836,5858.733333,-0.542708203,-54.27%,2636624,1189190,27.9,8.8,2,10.7,50.3,43.4,6.1
Intervale Av,2 5,IRT,Lenox - White Plains Rd,"Hunts Point, Longwood",Bx,202,31,32.3,36.7,69,23748.18182,14731.63836,5858.733333,-0.526808363,-52.68%,980732,457717,27.9,8.8,2,10.7,50.3,43.4,6.1
Prospect Av,2 5,IRT,Lenox - White Plains Rd,Melrose,Bx,201,31,32.3,36.7,69,41589.54545,4699.534247,1991.227778,-0.53884772,-53.88%,2172374,988072,27.9,8.8,2,10.7,50.3,43.4,6.1
